V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,class
0.037108999999999996,0.000977,0.000977,0.000977,0.064453,0.0,0.03418,0.035156,0.000977,0.004883,0.015625,0.056641,0.0,0.0,0.0,0.0,0.000977,0.0,0.023438,0.00293,0.0,0.000977,0.015625,0.0,0.000977,0.00293,0.0058590000000000005,0.0,0.067383,0.0,0.09277300000000001,0.0,0.000977,0.068359,0.0,0.0,0.0,0.0625,0.011719,0.009766,0.0,0.0,0.004883,0.012695,0.008789,0.030273,0.032227,0.037108999999999996,0.0,0.019531,0.0,0.0,0.001953,0.0625,0.14941,0.0,0.00293,0.00293,0.001953,0.0,0.0,0.001953,0.0,0.011719,24
0.006836,0.0,0.0,0.020508000000000002,0.0,0.0,0.00293,0.0,0.00293,0.07910199999999999,0.003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071289,0.000977,0.0,0.0,0.003906,0.00293,0.000977,0.09277300000000001,0.007812,0.0,0.004883,0.0,0.022461000000000002,0.0,0.24511999999999998,0.0,0.0,0.0,0.23828000000000002,0.0,0.007812,0.024413999999999998,0.053711,0.0,0.00293,0.000977,0.004883,0.0,0.0058590000000000005,0.0,0.0,0.012695,0.0,0.0,0.015625,0.03418,0.0,0.0,0.000977,0.004883,0.00293,0.0058590000000000005,0.0,0.014648,0.0,0.0,90
0.03125,0.00293,0.016602000000000002,0.018555000000000002,0.0,0.010742,0.040039,0.0058590000000000005,0.009766,0.041992,0.0,0.0,0.009766,0.021484,0.0,0.00293,0.000977,0.0,0.09472699999999999,0.006836,0.0,0.000977,0.010742,0.00293,0.023438,0.00293,0.0625,0.004883,0.007812,0.017578,0.03125,0.0,0.0,0.004883,0.014648,0.00293,0.0,0.008789,0.060547000000000004,0.026367,0.013672,0.000977,0.028319999999999998,0.043945,0.011719,0.009766,0.021484,0.0,0.018555000000000002,0.010742,0.0,0.020508000000000002,0.004883,0.080078,0.000977,0.0,0.0058590000000000005,0.0,0.017578,0.0,0.0,0.0,0.024413999999999998,0.088867,52
0.009766,0.001953,0.001953,0.032227,0.0,0.0,0.014648,0.001953,0.006836,0.071289,0.025391,0.0,0.0,0.014648,0.0,0.0,0.001953,0.0,0.053711,0.010742,0.0,0.018555000000000002,0.0,0.0,0.003906,0.027344,0.10449000000000001,0.0,0.030273,0.0,0.021484,0.006836,0.000977,0.0,0.001953,0.0,0.000977,0.001953,0.069336,0.028319999999999998,0.11719,0.0,0.052734,0.078125,0.000977,0.0,0.016602000000000002,0.0,0.003906,0.020508000000000002,0.012695,0.0,0.009766,0.043945,0.0,0.0,0.001953,0.001953,0.014648,0.0,0.0,0.03125,0.0,0.030273,97
0.0,0.00293,0.0,0.0,0.0,0.004883,0.0,0.0,0.001953,0.0,0.12793,0.0,0.00293,0.035156,0.007812,0.004883,0.0,0.0,0.0058590000000000005,0.0,0.0,0.083008,0.0,0.010742,0.0,0.06347699999999999,0.0,0.0,0.018555000000000002,0.00293,0.027344,0.026367,0.0,0.0,0.0,0.0,0.007812,0.0,0.0,0.000977,0.0,0.011719,0.0,0.0,0.000977,0.0,0.0,0.0,0.037108999999999996,0.025391,0.13672,0.029297000000000004,0.011719,0.03125,0.0,0.054688,0.0,0.059570000000000005,0.007812,0.001953,0.0,0.10742,0.048827999999999996,0.0,78
0.039062,0.007812,0.014648,0.00293,0.028319999999999998,0.001953,0.023438,0.03418,0.011719,0.00293,0.061523,0.0,0.010742,0.039062,0.0,0.0,0.0,0.001953,0.014648,0.022461000000000002,0.0,0.055664,0.007812,0.0,0.004883,0.000977,0.015625,0.012695,0.048827999999999996,0.012695,0.046875,0.00293,0.0,0.024413999999999998,0.013672,0.0,0.0,0.042969,0.008789,0.011719,0.0,0.00293,0.004883,0.027344,0.00293,0.026367,0.048827999999999996,0.013672,0.010742,0.08984400000000001,0.012695,0.0058590000000000005,0.000977,0.032227,0.021484,0.0,0.000977,0.000977,0.022461000000000002,0.0,0.0,0.011719,0.020508000000000002,0.014648,39
0.027344,0.000977,0.024413999999999998,0.00293,0.0,0.0,0.00293,0.00293,0.0,0.0058590000000000005,0.000977,0.0,0.022461000000000002,0.008789,0.0,0.033202999999999996,0.0,0.006836,0.000977,0.012695,0.08203099999999999,0.076172,0.001953,0.0,0.030273,0.0,0.00293,0.014648,0.014648,0.03418,0.000977,0.045898,0.0058590000000000005,0.004883,0.03418,0.041016000000000004,0.0,0.016602000000000002,0.027344,0.009766,0.001953,0.057616999999999995,0.016602000000000002,0.026367,0.0058590000000000005,0.008789,0.009766,0.0,0.023438,0.010742,0.0,0.023438,0.000977,0.000977,0.0,0.0,0.006836,0.0,0.017578,0.0,0.12305,0.000977,0.011719,0.056641,63
0.1416,0.0,0.0,0.050781,0.0,0.0,0.016602000000000002,0.0,0.0,0.18164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032227,0.0,0.0,0.0,0.0,0.001953,0.011719,0.0,0.12207,0.0,0.0,0.0,0.0,0.0,0.010742,0.008789,0.0,0.0,0.003906,0.000977,0.14745999999999998,0.037108999999999996,0.076172,0.0,0.006836,0.069336,0.007812,0.001953,0.012695,0.0,0.0,0.0,0.0,0.0,0.00293,0.009766,0.0,0.0,0.003906,0.0,0.0,0.0,0.0,0.0,0.0,0.041016000000000004,40
0.012695,0.076172,0.015625,0.0,0.027344,0.000977,0.008789,0.055664,0.16797,0.0,0.0,0.022461000000000002,0.0,0.018555000000000002,0.0,0.0,0.095703,0.0,0.000977,0.11523,0.0,0.0,0.035156,0.0,0.0,0.0,0.0,0.007812,0.007812,0.00293,0.00293,0.0,0.0,0.012695,0.011719,0.0,0.0,0.038086,0.0,0.0,0.0,0.0,0.0,0.0,0.030273,0.041016000000000004,0.020508000000000002,0.072266,0.008789,0.00293,0.0,0.0,0.0,0.0,0.03418,0.0,0.020508000000000002,0.0,0.027344,0.0,0.0,0.0,0.0,0.004883,4
0.08984400000000001,0.007812,0.001953,0.042969,0.000977,0.0,0.048827999999999996,0.003906,0.000977,0.084961,0.000977,0.0,0.0,0.0,0.0,0.0,0.007812,0.000977,0.059570000000000005,0.004883,0.0,0.0,0.023438,0.021484,0.014648,0.026367,0.03418,0.0,0.009766,0.0,0.009766,0.0,0.017578,0.010742,0.0,0.0,0.017578,0.014648,0.10059,0.09277300000000001,0.008789,0.0,0.025391,0.018555000000000002,0.014648,0.001953,0.036133,0.0,0.00293,0.0,0.0,0.0,0.020508000000000002,0.010742,0.000977,0.0,0.007812,0.008789,0.011719,0.000977,0.0,0.015625,0.0,0.064453,83
0.0,0.029297000000000004,0.0,0.0,0.0,0.06640599999999999,0.001953,0.0,0.11621,0.0,0.0,0.0,0.019531,0.054688,0.0,0.0,0.032227,0.0,0.035156,0.012695,0.0,0.0,0.060547000000000004,0.000977,0.0,0.0,0.0,0.0,0.076172,0.009766,0.10254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00293,0.0,0.012695,0.0,0.0,0.028319999999999998,0.0,0.023438,0.0,0.0625,0.057616999999999995,0.0,0.0,0.006836,0.073242,0.0,0.0,0.000977,0.0,0.083984,0.0,0.0,0.001953,0.027344,0.0,14
0.37695,0.017578,0.001953,0.000977,0.0,0.0,0.13086,0.004883,0.0,0.017578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.010742,0.016602000000000002,0.0,0.0,0.007812,0.0,0.004883,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.06640599999999999,0.001953,0.0,0.0,0.059570000000000005,0.023438,0.026367,0.0,0.0,0.003906,0.018555000000000002,0.022461000000000002,0.006836,0.029297000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.000977,0.000977,0.0,0.076172,0.0,0.00293,0.0,0.0,0.0,0.0,0.022461000000000002,64
0.006836,0.004883,0.0,0.045898,0.0,0.012695,0.011719,0.0,0.004883,0.032227,0.000977,0.0,0.009766,0.0,0.0,0.0,0.0058590000000000005,0.0,0.16405999999999998,0.000977,0.0,0.0,0.009766,0.086914,0.019531,0.072266,0.001953,0.0,0.007812,0.009766,0.023438,0.0,0.026367,0.0,0.0,0.0,0.043945,0.0,0.019531,0.0625,0.00293,0.0,0.001953,0.0,0.013672,0.0,0.012695,0.0,0.010742,0.0,0.0,0.0,0.10449000000000001,0.10742,0.0,0.0,0.001953,0.011719,0.025391,0.00293,0.0,0.010742,0.003906,0.004883,51
0.001953,0.022461000000000002,0.006836,0.000977,0.1543,0.0,0.00293,0.041016000000000004,0.000977,0.0,0.0,0.33008000000000004,0.0,0.0,0.0,0.0,0.026367,0.001953,0.0,0.013672,0.0,0.0,0.0058590000000000005,0.0,0.001953,0.0,0.0,0.016602000000000002,0.0,0.001953,0.0,0.0,0.0,0.033202999999999996,0.009766,0.0,0.0,0.041992,0.0,0.0,0.0,0.0,0.000977,0.0,0.011719,0.052734,0.001953,0.088867,0.0,0.0,0.0,0.0,0.0,0.0,0.076172,0.0,0.049805,0.0,0.000977,0.0,0.0,0.0,0.0,0.001953,28
0.000977,0.000977,0.008789,0.0,0.10156,0.0,0.028319999999999998,0.036133,0.0,0.000977,0.020508000000000002,0.14453,0.009766,0.0058590000000000005,0.0,0.036133,0.0,0.0,0.025391,0.00293,0.001953,0.015625,0.013672,0.0,0.0,0.0,0.0,0.0058590000000000005,0.038086,0.008789,0.09472699999999999,0.003906,0.0,0.0058590000000000005,0.009766,0.0,0.0,0.044922000000000004,0.0,0.003906,0.0,0.016602000000000002,0.0,0.0,0.027344,0.004883,0.029297000000000004,0.06543,0.011719,0.042969,0.000977,0.020508000000000002,0.0,0.070312,0.013672,0.0,0.008789,0.0,0.004883,0.0,0.0,0.001953,0.010742,0.0,21
0.025391,0.026367,0.00293,0.008789,0.001953,0.019531,0.060547000000000004,0.000977,0.027344,0.001953,0.0,0.0,0.029297000000000004,0.026367,0.0,0.0,0.014648,0.037108999999999996,0.059570000000000005,0.006836,0.0,0.003906,0.03418,0.004883,0.036133,0.003906,0.001953,0.026367,0.026367,0.022461000000000002,0.021484,0.0,0.0,0.008789,0.003906,0.0,0.0,0.021484,0.007812,0.026367,0.0,0.001953,0.006836,0.001953,0.072266,0.019531,0.056641,0.0,0.023438,0.010742,0.000977,0.0,0.006836,0.041992,0.0,0.001953,0.064453,0.00293,0.038086,0.0,0.0,0.003906,0.027344,0.018555000000000002,99
0.004883,0.061523,0.021484,0.000977,0.045898,0.0058590000000000005,0.006836,0.070312,0.064453,0.000977,0.0,0.003906,0.023438,0.012695,0.0,0.004883,0.078125,0.0,0.004883,0.045898,0.0,0.0,0.020508000000000002,0.000977,0.000977,0.0,0.023438,0.0058590000000000005,0.044922000000000004,0.016602000000000002,0.041016000000000004,0.0,0.0,0.011719,0.020508000000000002,0.0,0.0,0.018555000000000002,0.015625,0.004883,0.004883,0.007812,0.025391,0.03418,0.0058590000000000005,0.016602000000000002,0.036133,0.043945,0.006836,0.014648,0.0,0.0,0.001953,0.008789,0.032227,0.0,0.00293,0.0,0.018555000000000002,0.0,0.0,0.0,0.036133,0.020508000000000002,13
0.039062,0.036133,0.003906,0.003906,0.046875,0.0,0.041016000000000004,0.041016000000000004,0.0,0.010742,0.0,0.018555000000000002,0.0,0.0,0.0,0.0,0.001953,0.0,0.006836,0.008789,0.0,0.0,0.036133,0.0,0.0,0.0,0.040039,0.0058590000000000005,0.0058590000000000005,0.0,0.003906,0.0,0.0,0.11035,0.0,0.0,0.0,0.087891,0.023438,0.007812,0.0,0.0,0.008789,0.017578,0.021484,0.061523,0.026367,0.13280999999999998,0.0,0.0,0.0,0.0,0.0,0.001953,0.09668,0.0,0.021484,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,86
0.000977,0.11815999999999999,0.016602000000000002,0.0,0.06347699999999999,0.0,0.004883,0.064453,0.03418,0.0,0.0,0.00293,0.0,0.00293,0.0,0.0,0.19141,0.007812,0.0,0.099609,0.0,0.0,0.054688,0.0,0.0,0.0,0.0,0.010742,0.00293,0.008789,0.015625,0.0,0.0,0.032227,0.015625,0.0,0.0,0.039062,0.0,0.0,0.0,0.0,0.0,0.0,0.021484,0.041992,0.025391,0.030273,0.0,0.004883,0.0,0.0,0.0,0.0,0.030273,0.0,0.044922000000000004,0.0,0.010742,0.0,0.0,0.0,0.0,0.00293,4
0.006836,0.00293,0.000977,0.057616999999999995,0.0,0.0058590000000000005,0.00293,0.0,0.016602000000000002,0.10937999999999999,0.0,0.0,0.008789,0.014648,0.0,0.0,0.00293,0.0,0.044922000000000004,0.000977,0.0,0.0,0.000977,0.020508000000000002,0.037108999999999996,0.009766,0.000977,0.0,0.008789,0.003906,0.007812,0.0,0.26074,0.0,0.003906,0.0,0.10059,0.000977,0.022461000000000002,0.07714800000000001,0.041016000000000004,0.003906,0.007812,0.0,0.00293,0.0,0.003906,0.0,0.018555000000000002,0.007812,0.0,0.0,0.015625,0.017578,0.0,0.0,0.003906,0.000977,0.009766,0.001953,0.0,0.001953,0.023438,0.007812,74
0.004883,0.0058590000000000005,0.071289,0.0,0.03125,0.0,0.022461000000000002,0.09277300000000001,0.006836,0.0,0.0,0.006836,0.00293,0.016602000000000002,0.0,0.008789,0.000977,0.026367,0.003906,0.047852,0.0,0.0058590000000000005,0.08203099999999999,0.000977,0.0,0.0,0.0,0.057616999999999995,0.061523,0.013672,0.052734,0.00293,0.0,0.008789,0.006836,0.0,0.0,0.023438,0.0,0.00293,0.0,0.010742,0.000977,0.0,0.083008,0.013672,0.043945,0.018555000000000002,0.011719,0.049805,0.0,0.022461000000000002,0.0,0.003906,0.007812,0.0,0.049805,0.0,0.00293,0.0,0.0,0.0,0.006836,0.004883,19
0.001953,0.013672,0.014648,0.0,0.039062,0.036133,0.0,0.009766,0.007812,0.0,0.0,0.31738,0.010742,0.0,0.0,0.0,0.022461000000000002,0.008789,0.0,0.008789,0.0,0.0,0.000977,0.0,0.0,0.0,0.009766,0.011719,0.0,0.023438,0.001953,0.0,0.0,0.021484,0.020508000000000002,0.0,0.0,0.000977,0.001953,0.0,0.0,0.0,0.0,0.048827999999999996,0.000977,0.018555000000000002,0.00293,0.060547000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.27637,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.006836,30
0.0,0.026367,0.0,0.00293,0.0,0.069336,0.006836,0.0,0.11914000000000001,0.0,0.000977,0.0,0.019531,0.043945,0.0,0.0,0.023438,0.0,0.029297000000000004,0.014648,0.0,0.0058590000000000005,0.052734,0.010742,0.0,0.000977,0.0,0.0,0.08203099999999999,0.016602000000000002,0.1084,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.007812,0.0,0.000977,0.0,0.0,0.025391,0.0,0.021484,0.0,0.045898,0.053711,0.0,0.0,0.001953,0.085938,0.0,0.0,0.007812,0.001953,0.08984400000000001,0.0,0.0,0.001953,0.020508000000000002,0.0,14
0.009766,0.000977,0.0,0.029297000000000004,0.0,0.011719,0.013672,0.0,0.011719,0.080078,0.025391,0.0,0.003906,0.017578,0.006836,0.0,0.0,0.0,0.13574,0.0,0.0,0.014648,0.0,0.013672,0.0,0.11425999999999999,0.019531,0.0,0.007812,0.010742,0.010742,0.0,0.069336,0.001953,0.000977,0.0,0.098633,0.000977,0.013672,0.036133,0.0058590000000000005,0.000977,0.00293,0.006836,0.000977,0.0,0.0,0.0,0.029297000000000004,0.007812,0.009766,0.00293,0.019531,0.045898,0.0,0.001953,0.0,0.012695,0.008789,0.009766,0.0,0.057616999999999995,0.016602000000000002,0.0,85
0.0,0.0,0.0,0.0,0.0,0.011719,0.0,0.0,0.125,0.0,0.047852,0.0,0.0,0.07421900000000001,0.0,0.0,0.025391,0.0,0.0,0.0,0.0,0.041992,0.0,0.0,0.0,0.072266,0.0,0.0,0.10645,0.0,0.018555000000000002,0.000977,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.070312,0.16895,0.0,0.0,0.0058590000000000005,0.003906,0.0,0.0,0.0,0.10449000000000001,0.008789,0.001953,0.0,0.09082,0.003906,0.0,100
0.076172,0.00293,0.011719,0.00293,0.027344,0.032227,0.011719,0.001953,0.007812,0.011719,0.0,0.0,0.017578,0.0,0.0,0.0,0.006836,0.00293,0.0058590000000000005,0.010742,0.0,0.0,0.001953,0.001953,0.00293,0.0,0.061523,0.023438,0.000977,0.023438,0.003906,0.0,0.000977,0.16699,0.013672,0.0,0.0,0.070312,0.025391,0.010742,0.0,0.0,0.007812,0.10254,0.003906,0.091797,0.010742,0.001953,0.000977,0.0,0.0,0.0,0.000977,0.000977,0.054688,0.0,0.009766,0.000977,0.001953,0.0,0.0,0.0,0.006836,0.06543,31
0.003906,0.029297000000000004,0.012695,0.0,0.11035,0.016602000000000002,0.006836,0.061523,0.004883,0.0,0.0,0.026367,0.022461000000000002,0.000977,0.0,0.014648,0.018555000000000002,0.0,0.00293,0.012695,0.0,0.0,0.11425999999999999,0.0,0.0,0.0,0.0,0.008789,0.006836,0.019531,0.025391,0.0,0.0,0.033202999999999996,0.013672,0.0,0.0,0.052734,0.001953,0.001953,0.0,0.010742,0.000977,0.0,0.075195,0.044922000000000004,0.03418,0.044922000000000004,0.011719,0.000977,0.0,0.0,0.0,0.0,0.073242,0.0,0.028319999999999998,0.0,0.001953,0.0,0.0,0.0,0.042969,0.006836,53
0.083008,0.0,0.001953,0.0,0.05859400000000001,0.0,0.0058590000000000005,0.000977,0.0,0.0,0.0,0.16992000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003906,0.000977,0.0,0.0,0.0,0.0,0.0,0.29395,0.0,0.0,0.0,0.044922000000000004,0.0,0.0,0.0,0.0,0.0,0.0058590000000000005,0.000977,0.056641,0.0,0.040039,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.011719,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,29
0.041992,0.026367,0.003906,0.039062,0.0,0.0,0.060547000000000004,0.008789,0.006836,0.026367,0.0,0.0,0.001953,0.0,0.0,0.0,0.026367,0.024413999999999998,0.076172,0.016602000000000002,0.0,0.0,0.059570000000000005,0.013672,0.024413999999999998,0.009766,0.011719,0.00293,0.032227,0.008789,0.044922000000000004,0.0,0.000977,0.00293,0.001953,0.0,0.003906,0.015625,0.022461000000000002,0.045898,0.0,0.0,0.019531,0.006836,0.072266,0.000977,0.083984,0.0,0.00293,0.006836,0.0,0.0,0.010742,0.052734,0.0,0.0,0.043945,0.0,0.022461000000000002,0.0,0.0,0.0,0.0,0.015625,25
0.010742,0.000977,0.003906,0.011719,0.018555000000000002,0.001953,0.054688,0.008789,0.023438,0.0,0.003906,0.0,0.000977,0.022461000000000002,0.0,0.0,0.0,0.0,0.07910199999999999,0.012695,0.0,0.003906,0.0058590000000000005,0.000977,0.0,0.003906,0.072266,0.000977,0.021484,0.010742,0.05859400000000001,0.0,0.0,0.044922000000000004,0.004883,0.0,0.0,0.032227,0.026367,0.020508000000000002,0.0,0.001953,0.027344,0.10254,0.008789,0.014648,0.016602000000000002,0.0058590000000000005,0.016602000000000002,0.022461000000000002,0.0,0.0,0.003906,0.11327999999999999,0.035156,0.0,0.0058590000000000005,0.0,0.026367,0.0,0.0,0.013672,0.009766,0.013672,3
0.018555000000000002,0.010742,0.000977,0.015625,0.044922000000000004,0.0,0.019531,0.016602000000000002,0.0,0.023438,0.0,0.014648,0.0,0.0,0.0,0.0,0.0,0.0,0.010742,0.0,0.0,0.0,0.052734,0.001953,0.001953,0.0,0.12305,0.018555000000000002,0.0,0.0,0.0058590000000000005,0.0,0.0,0.044922000000000004,0.0,0.0,0.0,0.035156,0.028319999999999998,0.007812,0.035156,0.0,0.054688,0.05859400000000001,0.022461000000000002,0.073242,0.017578,0.10156,0.0,0.0,0.0,0.0,0.000977,0.0058590000000000005,0.088867,0.0,0.007812,0.0,0.001953,0.0,0.0,0.0,0.0,0.035156,86
